,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_since_years,Success_rate,mean_price,host_in_sfo,licensed,top_amenities_count,host_verification_count
92,1,100,95,t,9.0,t,t,Group1,Private room in rental unit,Private room,1,bath group1,1.0,1.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,120,0,0,4.68,4.45,4.86,4.81,4.81,f,9,4,5,0,0.94,11.4,0.44999999999999996,55.7,1.0,0.0,2,5
93,0,100,99,f,4.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,2.0,3.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,110,1,0,4.6,4.53,4.8,4.79,4.64,f,5,5,0,0,0.86,10.6,0.2583333333333333,170.0,1.0,1.0,3,7
94,0,100,99,f,4.0,t,t,Group1,Entire rental unit,Entire home/apt,1,bath group1,1.0,1.0,30,120,30.0,30.0,120.0,120.0,30.0,120.0,114,3,1,4.29,4.63,4.72,4.45,4.63,f,5,5,0,0,0.92,10.6,0.725,80.0,1.0,0.0,3,7
95,0,100,99,f,4.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,60,30.0,30.0,60.0,60.0,30.0,60.0,93,3,1,4.14,4.23,4.57,4.39,4.55,f,5,5,0,0,1.01,10.6,0.3666666666666667,70.7,1.0,1.0,3,7
96,1,90,99,t,5.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,2.0,2.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,129,4,0,4.73,4.64,4.81,4.75,4.36,f,2,2,0,0,1.01,11.5,0.2833333333333333,149.2,0.0,0.0,3,4
97,3,0,0,f,1.0,t,t,Group1,other,Entire home/apt,4,bath group1,1.0,2.0,30,330,30.0,30.0,330.0,330.0,30.0,330.0,159,0,0,4.82,4.74,4.89,4.7,4.95,f,1,1,0,0,1.26,10.5,0.5166666666666666,170.0,1.0,0.0,3,7
98,1,100,90,t,1.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,180,30.0,30.0,1125.0,1125.0,30.0,1125.0,166,6,1,4.87,4.87,4.96,4.95,4.85,f,1,1,0,0,1.31,10.5,1.0,132.3,1.0,0.0,3,7
99,1,100,70,f,28.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,25,1,0,4.38,4.64,4.68,4.76,4.92,f,17,17,0,0,0.2,11.6,0.07499999999999996,110.0,1.0,0.0,2,6
100,1,100,70,f,28.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,52,1,0,4.73,4.84,4.63,4.84,4.75,f,17,17,0,0,0.41,11.6,0.0,135.0,1.0,0.0,2,6
101,0,100,93,t,1.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,2.0,2.0,3,28,3.0,3.0,28.0,28.0,3.0,28.0,281,25,1,4.87,4.76,5.0,4.99,4.86,f,1,1,0,0,2.4,10.5,0.2656060606060606,220.0,1.0,1.0,3,6
102,0,94,84,t,1.0,t,t,Group1,Entire guest suite,Entire home/apt,2,bath group1,1.0,1.0,2,14,2.0,2.0,14.0,14.0,2.0,14.0,497,0,0,4.85,4.92,4.94,4.97,4.85,t,1,1,0,0,3.93,10.7,1.0,138.0,1.0,1.0,2,9
103,1,94,0,f,0.0,t,f,Group1,Private room in residential home,Private room,1,bath group4,1.0,1.0,30,45,30.0,30.0,45.0,45.0,30.0,45.0,63,0,0,4.93,4.97,4.98,5.0,4.95,f,1,0,1,0,0.51,10.4,0.8281818181818181,120.0,1.0,0.0,1,3
104,1,100,93,t,19.0,t,t,Group1,Entire condominium (condo),Entire home/apt,2,bath group1,1.0,1.0,30,730,30.0,30.0,1125.0,1125.0,30.0,1125.0,3,1,0,5.0,5.0,5.0,5.0,5.0,t,17,17,0,0,0.07,10.1,0.8,140.0,0.0,0.0,3,7
105,0,100,100,t,1.0,t,t,Group1,Entire residential home,Entire home/apt,8,bath group1,3.0,5.0,2,120,2.0,2.0,1125.0,1125.0,2.0,1125.0,482,54,2,4.82,4.63,4.94,4.93,4.79,t,1,1,0,0,3.84,10.4,0.4868181818181818,312.8,1.0,1.0,3,4
106,2,94,84,f,1.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,60,30.0,30.0,60.0,60.0,30.0,60.0,78,0,0,4.8,4.71,4.94,4.99,4.9,f,1,1,0,0,0.62,10.4,0.0,199.0,1.0,0.0,2,9
107,0,100,99,t,1.0,t,t,Group1,Entire guest suite,Entire home/apt,2,bath group1,1.0,1.0,3,29,3.0,3.0,1125.0,1125.0,3.0,1125.0,527,21,0,4.8,4.63,4.93,4.95,4.96,f,1,1,0,0,4.21,10.4,0.7083333333333333,169.2,1.0,1.0,4,5
108,0,100,100,t,3.0,t,f,Group1,Entire rental unit,Entire home/apt,4,bath group1,2.0,1.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,5,0,0,5.0,4.4,5.0,5.0,5.0,f,3,3,0,0,0.04,10.4,0.0,225.0,1.0,0.0,1,7
109,0,100,97,t,5.0,t,t,Group1,Private room in residential home,Private room,2,bath group1,1.0,1.0,1,5,1.0,1.0,5.0,5.0,1.0,5.0,533,37,3,4.7,4.72,4.88,4.84,4.83,f,5,0,5,0,4.24,10.4,0.05833333333333335,91.4,1.0,1.0,2,4
110,0,100,71,f,0.0,t,t,Group1,Entire rental unit,Entire home/apt,3,bath group1,1.0,2.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,26,2,1,4.71,4.64,5.0,5.0,5.0,f,1,1,0,0,0.21,10.4,0.08424242424242423,130.0,1.0,0.0,3,4
111,0,100,97,t,5.0,t,t,Group1,Private room in residential home,Private room,4,bath group3,1.0,2.0,1,5,1.0,1.0,5.0,5.0,1.0,5.0,503,36,3,4.57,4.64,4.85,4.79,4.8,f,5,0,5,0,4.0,10.4,0.04999999999999993,97.3,1.0,1.0,2,4
112,0,100,97,t,5.0,t,t,Group1,Private room in residential home,Private room,2,bath group1,1.0,1.0,1,15,1.0,1.0,15.0,15.0,1.0,15.0,564,43,3,4.51,4.57,4.85,4.79,4.77,f,5,0,5,0,4.49,10.4,0.18409090909090908,77.8,1.0,1.0,2,4
113,2,100,0,f,2.0,t,t,Group1,Entire condominium (condo),Entire home/apt,2,bath group1,1.0,2.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,87,0,0,4.78,4.81,4.64,4.75,4.88,f,1,1,0,0,0.69,10.3,0.21666666666666667,200.0,1.0,0.0,3,7
114,0,100,97,t,5.0,t,t,Group1,Private room in residential home,Private room,2,bath group1,1.0,1.0,1,5,1.0,1.0,5.0,5.0,1.0,5.0,483,36,4,4.48,4.51,4.87,4.78,4.76,f,5,0,5,0,3.85,10.4,0.05833333333333335,77.8,1.0,1.0,2,4
115,0,87,99,t,18.0,t,t,Group1,Shared room in hostel,Shared room,3,bath group4,1.0,8.0,1,14,1.0,1.0,14.0,14.0,1.0,14.0,368,1,0,4.67,4.61,4.85,4.89,4.78,t,15,0,1,14,2.94,11.0,0.2583333333333333,37.8,1.0,0.0,2,9
116,2,92,87,t,4.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,1.0,1.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,18,0,0,4.83,4.83,4.78,4.78,4.72,f,2,2,0,0,0.15,7.8,1.0,135.0,1.0,0.0,2,6
117,0,93,67,f,5.0,t,f,Group2,Entire townhouse,Entire home/apt,10,bath group1,1.0,4.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,72,0,0,4.39,4.56,4.3,4.36,4.83,f,5,1,4,0,0.59,10.3,0.10833333333333339,836.0,1.0,0.0,3,5
118,2,94,84,f,0.0,f,f,Group1,Entire rental unit,Entire home/apt,4,bath group1,2.0,7.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,82,2,0,4.95,4.96,4.97,5.0,4.96,f,1,1,0,0,0.67,0.0,0.7122727272727273,213.3,0.0,0.0,4,0
119,0,100,93,f,1.0,t,t,Group1,Entire guest suite,Entire home/apt,4,bath group1,1.0,2.0,3,28,3.0,3.0,28.0,28.0,3.0,28.0,246,27,0,4.73,4.79,4.9,4.84,4.67,f,1,1,0,0,1.98,10.3,0.18424242424242432,158.4,1.0,1.0,5,6
120,0,87,99,t,18.0,t,t,Group1,Shared room in hostel,Shared room,1,bath group4,1.0,8.0,1,14,1.0,1.0,14.0,14.0,1.0,14.0,330,2,0,4.68,4.65,4.81,4.84,4.81,t,15,0,1,14,2.65,11.0,0.2583333333333333,37.8,1.0,0.0,2,9
121,0,100,71,f,25.0,t,t,Group1,Entire condominium (condo),Entire home/apt,2,bath group1,1.0,1.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,8,0,0,4.5,4.38,4.5,4.38,3.75,f,22,22,0,0,0.08,10.3,0.275,129.0,0.0,0.0,2,7
122,0,100,100,t,1.0,t,t,Group1,Private room in guest suite,Private room,1,bath group2,1.0,1.0,2,21,2.0,2.0,1125.0,1125.0,2.0,1125.0,385,48,2,4.87,4.92,4.94,4.94,4.91,t,1,0,1,0,3.12,10.4,0.22393939393939388,99.4,1.0,1.0,3,5
123,2,100,67,t,3.0,t,t,Group1,Private room in residential home,Private room,2,bath group1,1.0,1.0,30,60,30.0,30.0,60.0,60.0,30.0,60.0,16,0,0,4.56,4.8,4.87,4.93,4.4,f,3,1,2,0,0.13,10.6,1.0,74.9,1.0,0.0,2,6
124,0,87,99,t,18.0,t,t,Group1,Shared room in hostel,Shared room,1,bath group4,1.0,8.0,1,14,1.0,1.0,14.0,14.0,1.0,14.0,266,25,2,4.64,4.57,4.84,4.83,4.79,t,15,0,1,14,2.16,11.0,0.32499999999999996,37.8,1.0,0.0,2,9
125,0,87,99,t,18.0,t,t,Group1,Shared room in hostel,Shared room,5,bath group4,1.0,8.0,1,14,1.0,1.0,14.0,14.0,1.0,14.0,222,2,0,4.7,4.62,4.87,4.89,4.79,t,15,0,1,14,1.84,11.0,0.2666666666666666,37.8,1.0,0.0,2,9
126,1,100,91,t,1.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,158,17,4,4.75,4.75,4.82,4.74,4.87,f,1,1,0,0,1.28,10.3,0.675,250.0,1.0,1.0,3,4
127,2,100,86,t,1.0,t,t,Group1,Entire condominium (condo),Entire home/apt,2,bath group1,1.0,1.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,111,5,1,4.89,4.83,4.94,4.95,4.53,f,1,1,0,0,0.91,10.1,0.6372727272727272,102.9,1.0,1.0,3,4
128,0,94,100,t,2.0,t,t,Group1,Private room in rental unit,Private room,2,bath group3,1.0,2.0,30,185,30.0,30.0,185.0,185.0,30.0,185.0,135,1,0,4.54,4.49,4.81,4.8,4.68,f,2,0,2,0,1.2,10.1,1.0,60.0,1.0,1.0,2,8
129,1,100,88,t,2.0,t,t,Group1,Entire condominium (condo),Entire home/apt,4,bath group1,2.0,2.0,4,7,4.0,4.0,7.0,7.0,4.0,7.0,34,1,0,4.91,4.79,4.91,4.94,4.88,f,2,1,1,0,0.34,11.8,0.9963636363636363,309.4,1.0,1.0,3,5
130,0,100,89,t,1.0,t,f,Group1,Private room in residential home,Private room,2,bath group2,1.0,1.0,3,22,3.0,3.0,22.0,22.0,3.0,22.0,102,14,3,4.79,4.78,4.95,4.93,4.69,f,1,0,1,0,0.84,10.1,0.96,86.0,1.0,1.0,3,4
131,0,94,90,f,2.0,t,t,Group1,Entire rental unit,Entire home/apt,7,bath group1,3.0,4.0,5,365,5.0,5.0,365.0,365.0,5.0,365.0,13,0,0,4.85,4.69,5.0,4.85,4.62,f,2,2,0,0,0.11,10.1,1.0,475.0,1.0,1.0,2,4
132,2,100,0,f,1.0,t,t,Group2,Private room in residential home,Private room,4,bath group3,3.0,3.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,35,0,0,4.71,4.76,4.91,4.91,4.58,f,1,0,1,0,0.34,10.1,0.0,250.0,1.0,1.0,2,5
133,0,100,35,t,2.0,t,t,Group1,other,Entire home/apt,2,bath group1,1.0,1.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,215,5,0,4.78,4.73,4.91,4.92,4.88,f,2,2,0,0,1.79,10.1,0.6607575757575758,75.6,1.0,1.0,5,4
134,1,100,93,t,19.0,t,t,Group1,Entire condominium (condo),Entire home/apt,4,bath group1,2.0,2.0,30,180,30.0,30.0,1125.0,1125.0,30.0,1125.0,5,1,0,5.0,4.75,5.0,5.0,5.0,t,17,17,0,0,0.06,10.1,0.16909090909090907,199.0,0.0,0.0,3,7
135,0,100,100,t,1.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,237,39,3,4.9,4.93,4.95,4.94,4.9,f,1,1,0,0,1.96,10.1,0.28954545454545455,195.7,1.0,1.0,4,4
136,2,100,63,f,1.0,t,t,Group1,Entire residential home,Entire home/apt,2,bath group1,1.0,1.0,7,29,7.0,7.0,29.0,29.0,7.0,29.0,66,2,0,4.86,4.79,4.95,4.92,4.92,f,1,1,0,0,0.56,10.0,0.8213636363636363,169.0,1.0,1.0,3,8
137,3,20,100,f,2.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,1.0,2.0,30,59,30.0,30.0,1125.0,1125.0,30.0,1125.0,113,2,1,4.43,4.46,4.68,4.72,4.43,f,2,2,0,0,0.99,10.0,0.20833333333333326,95.0,1.0,0.0,1,5
138,0,100,77,f,1.0,t,t,Group1,Entire residential home,Entire home/apt,6,bath group1,3.0,4.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,50,7,0,4.85,4.58,4.91,4.96,4.87,f,1,1,0,0,0.5,10.0,0.30000000000000004,325.0,1.0,1.0,2,4
139,0,100,97,t,1.0,t,t,Group1,Entire condominium (condo),Entire home/apt,5,bath group1,2.0,2.0,2,29,2.0,2.0,29.0,29.0,2.0,29.0,67,23,1,4.94,4.78,5.0,5.0,4.94,f,1,1,0,0,1.52,10.3,0.2024242424242424,585.0,1.0,1.0,4,10
140,2,100,65,f,14.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,3,1,4.7,4.55,4.83,4.93,4.97,f,10,10,0,0,0.25,10.9,0.3965151515151515,60.0,1.0,0.0,3,4
141,0,100,100,t,1.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,2.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,142,5,0,4.86,4.72,4.91,4.96,4.92,t,1,1,0,0,1.18,10.0,1.0,325.0,0.0,1.0,3,5
142,2,67,0,f,2.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,32,0,0,4.7,4.53,4.94,5.0,4.75,f,2,1,1,0,0.27,9.9,0.0,199.0,1.0,0.0,1,5
143,0,94,84,f,1.0,t,t,Group1,Entire loft,Entire home/apt,2,bath group1,1.0,1.0,30,120,30.0,30.0,120.0,120.0,30.0,120.0,6,0,0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.05,11.0,1.0,250.0,1.0,0.0,1,7
144,2,85,40,t,1.0,t,t,Group1,Entire rental unit,Entire home/apt,6,bath group1,3.0,3.0,30,360,30.0,30.0,360.0,360.0,30.0,360.0,115,2,0,4.73,4.59,4.77,4.78,4.78,f,2,2,0,0,0.96,10.6,0.5807575757575758,150.0,1.0,0.0,3,5
145,2,67,0,f,2.0,t,t,Group1,Private room in rental unit,Private room,1,bath group4,1.0,1.0,30,120,30.0,30.0,120.0,120.0,30.0,120.0,3,0,0,5.0,5.0,5.0,5.0,5.0,f,2,1,1,0,0.03,9.9,0.20833333333333326,59.0,1.0,0.0,2,5
146,1,100,0,f,1.0,t,t,Group1,Entire residential home,Entire home/apt,8,bath group1,More than 3,5.0,4,90,4.0,4.0,90.0,90.0,4.0,90.0,19,0,0,5.0,4.88,5.0,5.0,4.94,t,1,1,0,0,0.23,9.9,0.9627272727272728,662.1,1.0,0.0,3,8
147,0,100,96,t,4.0,t,f,Group1,Private room in residential home,Private room,1,bath group4,1.0,1.0,7,180,3.0,7.0,180.0,180.0,6.9,180.0,46,5,0,4.8,4.63,4.93,4.89,4.8,f,5,2,3,0,0.4,9.9,0.6709090909090909,64.8,1.0,1.0,3,4
148,0,94,100,t,1.0,t,t,Group1,Private room in condominium (condo),Private room,2,bath group4,1.0,1.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,23,0,0,5.0,4.5,4.91,4.95,4.95,f,1,0,1,0,0.2,9.9,0.8009090909090909,90.0,1.0,1.0,2,6
149,1,100,56,f,2.0,t,t,Group1,other,Entire home/apt,2,bath group1,1.0,1.0,30,60,30.0,30.0,60.0,60.0,30.0,60.0,246,2,1,4.8,4.82,4.95,4.92,4.86,f,2,2,0,0,2.06,11.5,0.4357575757575758,60.0,1.0,1.0,3,9
150,0,100,100,t,1.0,t,t,Group1,Entire guest suite,Entire home/apt,2,bath group1,1.0,1.0,3,15,3.0,3.0,15.0,15.0,3.0,15.0,343,41,3,4.69,4.64,4.92,4.88,4.83,f,1,1,0,0,2.95,9.8,0.28454545454545455,135.0,1.0,1.0,3,4
151,2,100,91,t,1.0,t,f,Group1,Entire rental unit,Entire home/apt,4,bath group1,1.0,3.0,6,365,4.0,6.0,365.0,365.0,6.0,365.0,453,35,3,4.82,4.86,4.88,4.84,4.71,f,1,1,0,0,3.84,10.3,0.32439393939393946,146.9,1.0,1.0,3,4
152,0,100,80,t,1.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,2.0,2.0,2,28,2.0,5.0,15.0,28.0,2.1,27.6,38,2,0,4.97,4.89,5.0,4.97,4.97,f,1,1,0,0,0.36,10.0,0.9448484848484848,356.5,1.0,1.0,3,5
153,0,100,100,t,3.0,t,t,Group1,Entire condominium (condo),Entire home/apt,4,bath group1,2.0,2.0,3,7,2.0,3.0,1125.0,1125.0,3.0,1125.0,121,29,2,4.93,4.98,4.98,4.96,4.83,f,1,1,0,0,1.04,10.6,0.525,232.8,1.0,1.0,4,7
154,2,94,0,f,0.0,t,t,Group1,Private room in residential home,Private room,2,bath group3,1.0,1.0,30,120,30.0,30.0,120.0,120.0,30.0,120.0,15,0,0,4.87,4.53,4.93,4.93,4.73,f,1,0,1,0,0.13,9.8,0.16909090909090907,57.0,1.0,0.0,2,5
155,3,0,0,f,1.0,t,f,Group1,Entire rental unit,Entire home/apt,5,bath group1,2.0,2.0,30,10000,30.0,30.0,10000.0,10000.0,30.0,10000.0,72,0,0,4.97,4.97,4.99,5.0,4.94,f,1,1,0,0,0.63,10.2,0.0,189.0,1.0,0.0,2,3
156,1,100,95,t,9.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,28,6,0,4.8,4.63,5.0,5.0,5.0,f,9,4,5,0,0.24,11.4,0.475,89.0,1.0,0.0,2,5
157,0,100,96,t,4.0,t,f,Group1,Entire guest suite,Entire home/apt,3,bath group1,1.0,3.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,28,4,0,4.74,4.81,4.81,4.85,4.85,f,5,2,3,0,0.25,9.9,0.09651515151515144,112.1,1.0,1.0,2,4
158,2,100,62,t,1.0,t,t,Group1,Private room in guest suite,Private room,5,bath group1,3.0,4.0,2,28,2.0,2.0,28.0,28.0,2.0,28.0,230,3,0,4.94,4.95,4.96,4.99,4.84,f,1,0,1,0,2.58,9.7,0.006363636363636349,421.4,1.0,1.0,3,4
159,0,100,71,f,25.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,15,4,0,4.73,4.93,4.73,4.33,4.6,f,22,22,0,0,0.16,10.3,0.5666666666666667,119.9,0.0,0.0,2,7
160,0,100,88,t,1.0,t,f,Group1,Private room in condominium (condo),Private room,2,bath group1,1.0,1.0,3,60,3.0,3.0,1125.0,1125.0,3.0,1125.0,290,7,1,4.92,4.97,4.96,4.94,4.81,t,1,0,1,0,2.47,9.7,0.2583333333333333,126.7,1.0,1.0,4,4
161,0,100,89,t,5.0,t,f,Group1,Private room in rental unit,Private room,2,bath group3,1.0,1.0,2,20,2.0,2.0,1125.0,1125.0,2.0,1125.0,85,15,1,4.81,4.62,4.82,4.86,4.94,f,1,0,1,0,0.73,9.9,0.5333333333333333,82.9,1.0,1.0,2,4
162,0,94,84,f,1.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,20,0,0,4.89,4.94,4.94,5.0,5.0,f,1,1,0,0,0.18,9.7,1.0,150.0,1.0,0.0,2,6
163,0,94,0,t,2.0,t,t,Group1,Entire residential home,Entire home/apt,6,bath group1,2.0,4.0,4,20,4.0,4.0,20.0,20.0,4.0,20.0,131,0,0,4.97,4.95,4.98,4.98,4.8,f,1,1,0,0,1.12,9.7,1.0,322.0,0.0,1.0,6,6
164,2,60,43,f,9.0,t,f,Group1,Entire rental unit,Entire home/apt,5,bath group1,3.0,4.0,30,247,30.0,30.0,247.0,247.0,30.0,247.0,8,0,0,5.0,4.88,5.0,5.0,4.75,f,2,2,0,0,0.07,9.7,0.8545454545454545,195.0,1.0,0.0,3,4
165,2,100,65,f,14.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,2.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,25,2,0,4.39,3.78,4.74,4.83,4.83,f,10,10,0,0,0.22,10.9,0.29166666666666663,90.0,1.0,0.0,5,4
166,0,94,100,t,2.0,t,t,Group1,Private room in rental unit,Private room,1,bath group3,1.0,1.0,30,185,30.0,30.0,185.0,185.0,30.0,185.0,99,1,0,4.47,4.53,4.82,4.82,4.66,t,2,0,2,0,1.24,10.1,1.0,44.0,1.0,0.0,2,8
167,2,50,0,f,2.0,t,t,Group1,Entire rental unit,Entire home/apt,3,bath group1,2.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,44,0,0,4.78,4.8,4.63,4.54,4.85,f,2,2,0,0,0.38,9.7,0.7,149.0,1.0,0.0,2,7
168,1,100,93,t,19.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,3,0,0,5.0,5.0,5.0,5.0,5.0,f,17,17,0,0,0.03,10.1,0.2583333333333333,139.0,0.0,0.0,3,7
169,0,100,100,t,1.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group4,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,451,4,0,4.84,4.77,4.96,4.95,4.83,t,1,1,0,0,3.85,11.1,0.44999999999999996,160.0,1.0,1.0,3,8
170,0,100,100,t,1.0,t,t,Group1,Entire guest suite,Entire home/apt,2,bath group1,1.0,1.0,3,28,3.0,3.0,1125.0,1125.0,3.0,1125.0,275,46,6,4.94,4.98,4.98,4.98,4.82,t,1,1,0,0,2.35,9.7,0.5498484848484848,170.7,1.0,1.0,5,6
171,1,100,69,f,2.0,t,t,Group1,Entire condominium (condo),Entire home/apt,12,bath group1,More than 3,4.0,2,29,2.0,2.0,29.0,29.0,2.0,29.0,44,10,1,4.52,4.86,4.77,4.63,4.84,f,1,1,0,0,0.44,11.2,0.3943939393939394,447.1,1.0,1.0,3,6
172,0,100,97,t,2.0,t,f,Group1,Private room in condominium (condo),Private room,2,bath group2,1.0,1.0,1,98,1.0,1.0,1125.0,1125.0,1.0,1125.0,308,36,0,4.91,4.97,4.96,4.97,4.9,t,2,1,1,0,2.65,9.7,1.0,125.0,1.0,1.0,2,4
173,0,100,100,t,1.0,t,t,Group2,Private room in residential home,Private room,6,bath group4,3.0,4.0,2,23,2.0,2.0,1125.0,1125.0,2.0,1125.0,97,18,0,4.9,4.95,4.98,4.99,4.76,t,1,0,1,0,1.79,9.7,0.2107575757575757,137.7,1.0,1.0,3,8
174,1,94,84,t,2.0,t,t,Group1,Entire residential home,Entire home/apt,6,bath group1,3.0,4.0,4,10,4.0,4.0,1125.0,1125.0,4.0,1125.0,22,0,0,4.77,4.68,5.0,4.91,4.86,f,1,1,0,0,0.2,11.0,1.0,315.0,1.0,1.0,2,5
175,2,100,29,f,1.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,3.0,3.0,5,1125,5.0,6.0,1125.0,1125.0,5.1,1125.0,25,2,1,4.5,4.29,4.88,4.79,4.38,f,1,1,0,0,0.22,9.6,0.6927272727272727,225.0,1.0,1.0,2,4
176,1,100,78,t,1.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,200,30.0,30.0,200.0,200.0,30.0,200.0,188,4,1,4.78,4.85,4.87,4.91,4.85,f,1,1,0,0,1.62,9.9,0.33424242424242423,126.8,1.0,0.0,2,5
177,0,94,84,f,1.0,t,f,Group1,Private room in rental unit,Private room,2,bath group1,1.0,1.0,30,60,30.0,30.0,60.0,60.0,30.0,60.0,79,0,0,4.76,4.75,4.7,4.78,4.77,f,1,0,1,0,0.84,10.3,0.017575757575757578,200.0,1.0,0.0,3,6
178,2,83,46,f,2.0,t,f,Group1,Entire condominium (condo),Entire home/apt,5,bath group1,3.0,3.0,2,7,2.0,2.0,7.0,7.0,2.0,7.0,41,4,0,4.83,4.85,4.98,4.88,4.88,f,1,1,0,0,0.36,10.4,1.0,375.0,1.0,1.0,2,5
179,0,100,86,t,2.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,4,25,4.0,4.0,25.0,25.0,4.0,25.0,81,13,0,4.87,4.69,4.89,4.96,4.75,f,1,1,0,0,0.7,9.6,0.10833333333333339,194.1,1.0,1.0,3,4
180,1,100,66,f,2.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,1.0,2.0,3,90,3.0,3.0,90.0,90.0,3.0,90.0,190,18,0,4.64,4.74,4.92,4.92,4.66,f,2,2,0,0,1.66,11.3,0.09151515151515155,130.0,1.0,0.0,3,7
181,0,100,73,t,2.0,t,f,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,108,4,0,4.86,4.89,4.84,4.87,4.74,f,5,5,0,0,0.93,9.6,0.8281818181818181,220.0,1.0,0.0,4,4
182,0,100,73,t,2.0,t,f,Group1,Entire rental unit,Entire home/apt,6,bath group1,2.0,2.0,30,1124,30.0,30.0,1124.0,1124.0,30.0,1124.0,115,0,0,4.93,4.94,4.9,4.95,4.79,f,5,5,0,0,0.99,9.6,0.9954545454545455,350.0,1.0,0.0,6,4
