,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_since_years,Success_rate,mean_price,host_in_sfo,licensed,top_amenities_count,host_verification_count
958,0,100,100,t,1.0,t,f,Group2,Private room in residential home,Private room,2,bath group4,1.0,1.0,2,5,2.0,2.0,1125.0,1125.0,2.0,1125.0,151,14,3,4.97,4.99,5.0,5.0,4.78,t,1,0,1,0,1.86,6.7,0.7150000000000001,75.2,1.0,1.0,4,4
959,2,100,100,f,1.0,t,t,Group1,other,Private room,1,bath group2,1.0,1.0,1,7,1.0,1.0,7.0,7.0,1.0,7.0,181,1,0,4.69,4.62,4.92,4.91,4.78,f,1,0,1,0,2.4,7.6,0.30833333333333335,80.9,1.0,1.0,2,5
960,1,100,100,t,2.0,t,t,Group1,Entire condominium (condo),Entire home/apt,4,bath group1,2.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,25,2,0,5.0,4.96,5.0,5.0,4.88,f,1,1,0,0,0.31,6.7,0.08727272727272728,210.0,1.0,0.0,2,5
961,0,100,100,t,1.0,t,t,Group1,Entire guest suite,Entire home/apt,2,bath group1,1.0,1.0,2,29,1.0,2.0,29.0,29.0,2.0,29.0,391,23,4,4.95,4.98,4.98,4.99,4.96,f,1,1,0,0,4.83,6.9,0.55,137.3,1.0,1.0,4,4
962,0,94,84,f,1.0,t,t,Group1,Entire condominium (condo),Entire home/apt,4,bath group1,2.0,4.0,5,40,5.0,5.0,40.0,40.0,5.0,40.0,7,0,0,4.86,4.71,4.86,4.86,5.0,f,1,1,0,0,0.09,6.7,1.0,350.0,1.0,1.0,2,6
963,1,94,100,f,1.0,t,t,Group1,Entire rental unit,Entire home/apt,6,bath group1,3.0,4.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,143,3,0,4.76,4.58,4.85,4.73,4.66,f,1,1,0,0,1.94,6.8,0.8009090909090909,217.8,0.0,1.0,2,7
964,2,100,64,f,3.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,28,19,1,4.61,4.82,4.93,4.96,4.46,f,1,1,0,0,0.36,9.8,0.8881818181818182,140.0,1.0,1.0,2,5
965,0,100,100,t,1.0,t,t,Group1,Entire guest suite,Entire home/apt,2,bath group1,1.0,1.0,2,15,2.0,2.0,1125.0,1125.0,2.0,1125.0,130,30,1,4.9,4.95,4.97,4.98,4.68,t,1,1,0,0,1.68,6.7,0.4,200.5,1.0,1.0,4,7
966,0,94,100,t,5.0,t,t,Group2,Private room in residential home,Private room,1,bath group4,1.0,1.0,30,120,30.0,30.0,120.0,120.0,30.0,120.0,8,0,0,4.63,4.63,4.88,4.75,5.0,f,3,0,3,0,0.1,6.7,0.2666666666666666,92.8,1.0,1.0,1,4
967,0,100,100,t,1.0,t,t,Group1,Entire guest suite,Entire home/apt,2,bath group1,1.0,1.0,1,29,1.0,1.0,29.0,29.0,1.0,29.0,469,68,7,4.97,4.98,4.99,4.99,4.98,f,1,1,0,0,5.74,6.7,0.24772727272727268,262.7,1.0,0.0,5,4
968,0,100,91,t,1.0,t,t,Group1,Entire guest suite,Entire home/apt,2,bath group1,1.0,1.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,644,42,3,4.91,4.92,4.96,4.98,4.94,f,1,1,0,0,8.1,6.7,0.42181818181818187,199.7,1.0,1.0,3,5
969,0,100,100,f,16.0,t,t,Group1,Room in hotel,Private room,5,bath group2,1.0,3.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,225,24,2,4.37,4.53,4.85,4.77,4.84,t,16,0,14,0,3.18,7.4,0.18575757575757568,169.0,1.0,0.0,3,8
970,0,100,100,t,2.0,t,t,Group1,Entire rental unit,Entire home/apt,5,bath group1,2.0,2.0,1,29,1.0,1.0,1125.0,1125.0,1.0,1125.0,247,21,0,4.88,4.96,4.94,4.95,4.72,f,1,1,0,0,3.18,10.6,1.0,342.5,1.0,1.0,4,9
971,0,100,100,t,1.0,t,t,Group1,Entire guest suite,Entire home/apt,2,bath group1,2.0,2.0,2,21,2.0,2.0,1125.0,1125.0,2.0,1125.0,187,19,0,4.87,4.88,4.98,4.98,4.79,t,1,1,0,0,2.34,8.6,0.7083333333333333,154.7,1.0,1.0,2,8
972,0,94,84,f,1.0,t,t,Group1,Entire guest suite,Entire home/apt,2,bath group1,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,13,0,0,4.85,4.92,4.85,4.77,4.85,t,1,1,0,0,0.16,6.7,1.0,125.0,1.0,0.0,3,6
973,1,100,35,f,2.0,t,t,Group1,Private room in residential home,Private room,2,bath group4,1.0,2.0,1,16,1.0,1.0,1125.0,1125.0,1.0,1125.0,368,3,0,4.85,4.89,4.96,4.95,4.81,f,2,0,2,0,4.57,6.7,0.4666666666666667,89.7,1.0,1.0,2,6
974,0,100,99,t,2.0,t,t,Group1,Entire rental unit,Entire home/apt,3,bath group1,1.0,2.0,1,60,1.0,1.0,1125.0,1125.0,1.0,1125.0,205,33,1,4.74,4.75,4.96,4.9,4.65,t,2,2,0,0,2.51,10.3,0.24409090909090903,150.0,1.0,1.0,2,8
975,1,100,46,t,1.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,1.0,2.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,17,5,0,4.88,5.0,5.0,5.0,5.0,f,1,1,0,0,0.35,6.7,0.43333333333333335,578.5,1.0,0.0,3,7
976,2,94,84,f,1.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,1.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,85,0,0,4.91,4.99,4.99,4.95,4.99,t,1,1,0,0,1.05,6.7,0.16909090909090907,249.0,1.0,0.0,3,4
977,0,100,99,t,2.0,t,t,Group1,Entire residential home,Entire home/apt,2,bath group1,1.0,1.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,462,113,5,4.87,4.9,4.96,4.94,4.87,f,1,1,0,0,5.68,8.6,0.5077272727272728,151.2,1.0,1.0,2,9
978,0,100,100,f,16.0,t,t,Group1,Room in hotel,Hotel room,4,bath group2,1.0,2.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,242,29,0,4.3,4.54,4.83,4.71,4.83,t,16,0,14,0,3.0,7.4,1.0,123.4,1.0,0.0,3,8
979,0,100,63,t,1.0,t,t,Group1,Room in hotel,Private room,6,bath group2,2.0,3.0,1,26,1.0,2.0,26.0,999.0,1.7,880.5,22,18,1,4.55,4.64,4.86,4.82,4.82,t,1,0,1,0,0.75,6.8,0.4833333333333333,529.2,1.0,0.0,3,2
980,1,92,82,t,18.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,21,6,1,4.81,4.81,4.86,4.9,4.81,f,11,11,0,0,0.26,8.2,0.475,110.0,1.0,0.0,2,6
981,0,100,100,t,1.0,t,t,Group1,Entire residential home,Entire home/apt,5,bath group1,3.0,5.0,3,10,3.0,3.0,1125.0,1125.0,3.0,1125.0,43,17,1,4.95,5.0,5.0,5.0,5.0,f,1,1,0,0,0.54,9.5,0.8166666666666667,555.5,1.0,1.0,4,5
982,3,0,33,f,0.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,3.0,3.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,6,1,0,4.83,4.6,4.8,4.8,5.0,f,1,1,0,0,0.08,7.5,0.835,350.0,0.0,0.0,2,6
983,0,100,70,t,1.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,2.0,2.0,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,100,3,0,4.99,4.99,4.97,4.98,4.93,f,1,1,0,0,1.24,8.7,0.9583333333333334,350.0,1.0,1.0,2,8
984,2,100,75,t,2.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,60,30.0,30.0,60.0,60.0,30.0,60.0,121,1,0,4.88,4.91,4.87,4.9,4.88,f,2,2,0,0,1.52,7.1,0.6439393939393939,98.0,1.0,1.0,3,4
985,2,100,91,f,6.0,t,t,Group1,Entire rental unit,Entire home/apt,4,bath group1,2.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,8,0,0,4.75,4.75,4.88,5.0,4.75,f,5,1,4,0,0.1,8.0,0.29166666666666674,367.6,1.0,1.0,3,6
986,2,94,0,f,1.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,76,0,0,4.76,4.88,4.77,4.77,4.83,f,1,1,0,0,0.94,6.7,0.7083333333333333,95.0,1.0,0.0,3,5
987,0,100,100,t,1.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,23,3,0,5.0,4.96,5.0,5.0,5.0,t,1,1,0,0,0.33,6.7,0.32499999999999996,113.0,0.0,0.0,3,5
988,0,100,100,t,2.0,t,t,Group1,Private room in residential home,Private room,1,bath group3,1.0,1.0,40,120,30.0,40.0,1125.0,1125.0,34.6,1125.0,63,3,0,4.86,4.6,4.98,4.98,4.83,t,2,0,2,0,0.78,12.6,0.6765151515151515,54.5,1.0,1.0,2,5
989,0,94,84,f,1.0,t,t,Group1,Entire rental unit,Entire home/apt,6,bath group1,3.0,4.0,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,8,0,0,5.0,5.0,5.0,5.0,4.88,f,1,1,0,0,0.1,6.7,1.0,350.0,1.0,1.0,3,8
990,1,100,80,t,4.0,t,t,Group1,Entire condominium (condo),Entire home/apt,5,bath group1,3.0,3.0,30,120,30.0,30.0,120.0,120.0,30.0,120.0,16,2,0,4.88,4.81,4.94,4.88,4.81,f,4,1,3,0,0.2,7.7,0.017575757575757578,700.0,1.0,0.0,3,9
991,1,100,80,t,4.0,t,t,Group1,Private room in condominium (condo),Private room,2,bath group4,1.0,1.0,29,180,29.0,29.0,180.0,180.0,29.0,180.0,41,0,0,4.88,4.9,4.89,4.88,4.85,t,4,1,3,0,0.52,7.7,0.0009090909090909705,136.2,1.0,1.0,3,9
992,0,100,100,t,2.0,t,t,Group1,Entire residential home,Entire home/apt,8,bath group1,3.0,3.0,4,365,1.0,4.0,365.0,365.0,3.9,365.0,123,14,1,4.85,4.94,4.91,4.95,4.8,f,1,1,0,0,1.57,10.7,0.2625757575757576,565.6,1.0,1.0,4,5
993,2,94,84,f,0.0,t,t,Group2,Private room in residential home,Private room,1,bath group1,1.0,1.0,140,1125,140.0,140.0,1125.0,1125.0,140.0,1125.0,2,0,0,3.0,3.0,4.0,4.0,4.5,f,1,0,1,0,0.03,9.2,0.0,200.0,1.0,0.0,3,3
994,0,100,90,t,1.0,t,t,Group1,Entire condominium (condo),Entire home/apt,2,bath group1,1.0,1.0,1,7,1.0,1.0,7.0,7.0,1.0,7.0,91,22,2,4.84,4.81,4.99,5.0,4.95,f,1,1,0,0,1.76,8.9,0.28287878787878795,296.3,1.0,1.0,2,7
995,0,71,100,f,1.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,180,30.0,30.0,1125.0,1125.0,30.0,1125.0,91,2,0,4.9,4.99,4.99,4.98,4.93,f,1,1,0,0,1.14,7.5,0.5772727272727273,122.6,1.0,1.0,3,5
996,1,100,100,t,1.0,t,t,Group1,Private room in rental unit,Private room,4,bath group4,1.0,4.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,109,0,0,4.8,4.73,4.88,4.96,4.84,t,2,0,2,0,1.35,7.2,0.26075757575757574,49.0,1.0,0.0,3,5
997,0,83,85,f,34.0,t,t,Group2,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,5,0,0,4.6,5.0,5.0,5.0,5.0,f,8,8,0,0,0.06,8.2,1.0,116.0,0.0,0.0,3,5
998,1,100,91,f,1.0,t,t,Group1,Private room in residential home,Private room,2,bath group4,1.0,1.0,7,28,7.0,7.0,28.0,28.0,7.0,28.0,89,15,2,4.85,4.9,4.94,4.94,4.95,f,1,0,1,0,1.19,6.7,0.49303030303030304,80.0,1.0,1.0,2,6
999,0,100,56,f,1.0,t,f,Group1,Entire residential home,Entire home/apt,8,bath group1,More than 3,4.0,1,23,2.0,4.0,23.0,23.0,3.4,23.0,12,4,1,4.92,4.92,5.0,5.0,4.75,f,1,1,0,0,0.29,6.7,0.7416666666666667,525.0,1.0,1.0,4,2
1000,1,100,100,t,1.0,t,t,Group1,other,Private room,2,bath group4,1.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,118,0,0,4.68,4.65,4.94,4.95,4.72,t,2,0,2,0,1.46,7.2,0.37742424242424233,55.1,1.0,1.0,3,5
1001,0,100,95,t,1.0,t,t,Group2,Entire rental unit,Entire home/apt,3,bath group1,1.0,2.0,2,20,2.0,2.0,20.0,20.0,2.0,20.0,376,32,4,4.94,4.97,4.99,4.99,4.83,f,1,1,0,0,4.66,6.6,0.04621212121212115,149.8,1.0,1.0,3,5
1002,0,100,100,t,1.0,t,t,Group1,Private room in residential home,Private room,2,bath group1,1.0,1.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,295,34,4,4.89,4.86,4.98,5.0,4.88,t,1,0,1,0,3.66,9.2,0.7009090909090909,116.8,1.0,1.0,4,5
1003,0,100,99,t,5.0,t,f,Group1,Private room in residential home,Private room,4,bath group1,2.0,2.0,1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,10,9,0,4.9,5.0,5.0,4.9,5.0,f,3,0,3,0,0.64,10.4,0.29999999999999993,307.5,1.0,1.0,3,5
1004,0,100,100,t,4.0,t,t,Group2,Entire rental unit,Entire home/apt,6,bath group1,3.0,3.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,31,7,0,4.73,4.43,4.8,4.87,4.93,t,1,1,0,0,0.39,9.6,0.0,415.8,1.0,0.0,5,8
1005,1,82,34,t,80.0,t,t,Group1,Entire condominium (condo),Entire home/apt,4,bath group1,1.0,2.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,49,0,0,4.88,4.98,4.91,4.85,4.87,f,19,19,0,0,0.61,7.3,0.04166666666666663,291.7,0.0,0.0,2,8
1006,0,94,84,t,2.0,t,t,Group1,Entire condominium (condo),Entire home/apt,2,bath group1,1.0,1.0,30,92,30.0,30.0,90.0,92.0,30.0,92.0,0,0,0,0.0,0.0,0.0,0.0,0.0,t,2,2,0,0,0.0,6.8,0.9163636363636364,180.0,1.0,0.0,4,5
1007,0,94,84,f,3.0,t,t,Group1,Private room in rental unit,Private room,2,bath group1,1.0,1.0,500,1125,500.0,500.0,1125.0,1125.0,500.0,1125.0,7,0,0,4.43,5.0,5.0,4.57,4.43,f,3,0,3,0,0.09,9.2,0.0,500.0,1.0,1.0,3,4
1008,2,94,84,f,3.0,t,t,Group1,Private room in rental unit,Private room,2,bath group1,1.0,1.0,500,1125,500.0,500.0,1125.0,1125.0,500.0,1125.0,9,0,0,4.71,5.0,5.0,5.0,4.57,f,3,0,3,0,0.12,9.2,0.0,500.0,1.0,0.0,2,4
1009,0,94,84,f,3.0,t,t,Group1,Private room in rental unit,Private room,4,bath group1,1.0,2.0,500,1125,500.0,500.0,1125.0,1125.0,500.0,1125.0,10,0,0,4.5,4.8,4.8,4.9,4.5,f,3,0,3,0,0.13,9.2,0.0,500.0,1.0,1.0,3,4
1011,2,71,67,f,1.0,t,t,Group1,Entire residential home,Entire home/apt,5,bath group1,3.0,6.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,3,3,0,5.0,5.0,5.0,4.67,4.33,f,1,1,0,0,0.29,8.5,0.625909090909091,332.3,1.0,0.0,4,2
1012,0,100,100,t,3.0,t,t,Group1,Private room in residential home,Private room,3,bath group2,1.0,2.0,1,6,1.0,1.0,1125.0,1125.0,1.0,1125.0,382,30,1,4.86,4.96,4.95,4.92,4.63,f,3,0,3,0,4.76,6.6,0.44121212121212117,84.8,1.0,1.0,3,8
1013,0,100,84,f,1.0,t,t,Group1,Entire residential home,Entire home/apt,6,bath group1,2.0,5.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,202,0,0,4.71,4.68,4.95,4.97,4.87,f,1,1,0,0,2.54,11.5,0.16909090909090907,300.0,1.0,0.0,2,5
1014,1,100,100,t,1.0,t,t,Group1,Entire residential home,Entire home/apt,4,bath group1,2.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,42,4,1,4.93,4.88,4.95,5.0,4.88,f,2,2,0,0,0.52,8.3,0.22590909090909084,247.1,1.0,0.0,2,6
1015,2,94,84,f,1.0,t,t,Group1,Entire condominium (condo),Entire home/apt,5,bath group1,2.0,3.0,3,14,3.0,3.0,14.0,14.0,3.0,14.0,83,0,0,4.88,4.89,4.98,4.98,4.89,f,1,1,0,0,1.06,6.9,1.0,265.0,1.0,1.0,2,5
1016,0,94,84,f,1.0,t,t,Group1,Entire loft,Entire home/apt,4,bath group1,1.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,4,0,0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.06,6.6,1.0,250.0,1.0,0.0,2,4
1017,0,94,84,t,3.0,t,t,Group1,Private room in residential home,Private room,2,bath group2,1.0,1.0,3,30,3.0,3.0,30.0,30.0,3.0,30.0,7,0,0,5.0,5.0,5.0,5.0,5.0,f,3,0,3,0,0.11,8.5,0.008333333333333304,250.0,1.0,1.0,2,4
1018,1,100,94,t,1.0,t,f,Group1,other,Entire home/apt,2,bath group1,1.0,1.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,135,20,1,4.98,5.0,5.0,4.98,4.95,f,1,1,0,0,1.72,8.6,0.18333333333333335,265.0,1.0,1.0,2,4
1019,0,94,84,f,1.0,t,t,Group1,Entire rental unit,Entire home/apt,1,bath group1,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,0,0,4.0,3.0,5.0,5.0,5.0,f,1,1,0,0,0.02,9.5,1.0,146.1,0.0,0.0,2,5
1021,0,100,100,t,3.0,t,t,Group1,Private room in residential home,Private room,3,bath group2,1.0,2.0,1,6,1.0,1.0,1125.0,1125.0,1.0,1125.0,376,36,0,4.85,4.96,4.95,4.95,4.68,f,3,0,3,0,4.69,6.6,0.3457575757575757,74.8,1.0,1.0,4,8
1022,0,100,100,t,1.0,t,t,Group1,Entire loft,Entire home/apt,3,bath group1,2.0,2.0,30,90,30.0,30.0,90.0,90.0,30.0,90.0,12,3,0,5.0,4.91,5.0,5.0,4.82,f,1,1,0,0,0.15,8.6,0.55,250.0,1.0,1.0,3,5
1023,0,100,100,t,3.0,t,t,Group1,Private room in residential home,Private room,1,bath group4,1.0,1.0,3,90,1.0,10.0,1125.0,1125.0,5.1,1125.0,282,12,5,4.98,4.99,4.99,4.99,4.85,t,3,1,2,0,3.53,11.9,0.4916666666666667,119.7,1.0,1.0,8,6
1024,2,100,100,f,3.0,t,t,Group1,Entire townhouse,Entire home/apt,5,bath group1,2.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,32,0,0,4.88,4.78,5.0,4.97,4.78,t,3,1,2,0,0.41,9.2,0.0009090909090909705,368.0,1.0,1.0,2,7
1025,2,100,100,f,3.0,t,t,Group1,other,Private room,2,bath group4,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,125,0,0,4.95,4.94,4.95,4.95,4.9,t,3,1,2,0,1.56,9.2,0.0009090909090909705,157.3,1.0,1.0,2,7
1026,1,100,67,t,1.0,t,t,Group1,Entire residential home,Entire home/apt,6,bath group1,More than 3,5.0,3,14,3.0,3.0,14.0,14.0,3.0,14.0,28,1,0,4.96,4.89,5.0,5.0,4.96,f,1,1,0,0,0.35,7.8,0.8060606060606061,745.9,1.0,1.0,4,4
1027,0,100,67,f,1.0,t,t,Group1,Entire rental unit,Entire home/apt,6,bath group1,3.0,3.0,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,28,1,0,4.83,4.9,4.9,4.81,4.9,f,1,1,0,0,0.36,7.7,0.27181818181818174,297.8,1.0,0.0,4,7
1028,0,100,100,t,1.0,t,t,Group1,Entire guest suite,Entire home/apt,2,bath group1,1.0,1.0,3,30,3.0,3.0,1125.0,1125.0,3.0,1125.0,268,23,4,4.8,4.77,4.92,4.95,4.74,t,1,1,0,0,3.38,9.6,0.7584848484848485,113.3,1.0,1.0,3,6
1029,0,100,91,t,2.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,10,6,0,5.0,4.8,5.0,5.0,5.0,f,3,2,1,0,0.13,6.6,0.8809090909090909,184.9,1.0,0.0,5,9
1030,1,82,34,t,80.0,t,t,Group1,Entire condominium (condo),Entire home/apt,4,bath group1,1.0,2.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,11,0,0,4.8,5.0,4.9,5.0,4.9,f,19,19,0,0,0.14,7.3,0.04166666666666663,298.9,0.0,0.0,2,8
1031,0,100,99,t,3.0,t,t,Group1,Entire guest suite,Entire home/apt,2,bath group1,1.0,1.0,2,125,1.0,2.0,1125.0,1125.0,1.6,1125.0,134,48,2,4.73,4.75,4.81,4.83,4.96,t,3,2,1,0,1.69,10.8,0.525,123.9,1.0,0.0,2,7
1032,0,100,81,f,11.0,t,t,Group1,Private room in rental unit,Private room,2,bath group3,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,137,0,0,4.18,4.42,4.8,4.67,4.28,f,13,10,3,0,1.71,11.4,0.0962121212121212,66.0,1.0,0.0,1,3
1033,0,100,100,t,1.0,t,t,Group1,Entire residential home,Entire home/apt,6,bath group1,3.0,3.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,51,25,3,4.98,5.0,4.96,5.0,4.86,f,1,1,0,0,0.64,8.9,0.3303030303030303,646.5,1.0,1.0,4,6
1034,0,94,84,t,1.0,t,t,Group1,Private room in residential home,Private room,2,bath group1,1.0,1.0,3,12,3.0,3.0,12.0,12.0,3.0,12.0,138,0,0,4.88,4.82,4.96,4.97,4.82,f,1,0,1,0,1.75,6.6,1.0,110.0,1.0,1.0,2,3
1035,0,94,84,f,1.0,t,t,Group1,Private room in residential home,Private room,2,bath group4,1.0,1.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,4,0,0,5.0,5.0,5.0,5.0,4.25,f,1,0,1,0,0.07,7.1,1.0,52.0,1.0,0.0,1,6
1036,1,100,93,f,55.0,t,t,Group1,Entire condominium (condo),Entire home/apt,3,bath group1,2.0,2.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,2,0,0,5.0,4.5,5.0,5.0,5.0,f,8,8,0,0,0.03,7.1,0.9945454545454545,375.0,0.0,0.0,2,8
1037,2,100,0,t,1.0,t,t,Group1,other,Entire home/apt,2,bath group1,1.0,1.0,30,120,30.0,30.0,120.0,120.0,30.0,120.0,36,0,0,5.0,4.93,5.0,5.0,4.88,f,1,1,0,0,0.55,8.8,0.8272727272727273,145.0,1.0,0.0,3,9
1038,0,100,98,t,1.0,t,t,Group1,Entire residential home,Entire home/apt,10,bath group1,More than 3,6.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,98,23,3,4.85,4.87,4.89,4.93,4.7,t,1,1,0,0,1.28,6.7,0.698030303030303,268.3,1.0,0.0,5,5
1039,1,100,67,f,2.0,t,f,Group1,Entire condominium (condo),Entire home/apt,2,bath group1,1.0,1.0,10,30,10.0,10.0,30.0,30.0,10.0,30.0,12,2,0,4.92,4.25,4.92,5.0,4.83,f,2,1,1,0,0.15,7.5,1.0,136.2,1.0,1.0,2,3
1040,2,90,76,t,5.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,3.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,36,0,0,4.86,4.91,4.88,4.94,4.71,f,2,2,0,0,0.49,8.0,0.7083333333333333,115.0,1.0,0.0,4,4
1041,0,100,96,t,8.0,t,t,Group1,Private room in rental unit,Private room,2,bath group3,1.0,1.0,30,180,30.0,30.0,1125.0,1125.0,30.0,1125.0,35,1,0,4.82,4.59,4.94,4.88,4.88,t,8,2,6,0,0.44,7.5,0.8106060606060606,85.0,1.0,1.0,2,6
1042,1,100,83,f,7.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,2.0,30,120,30.0,30.0,120.0,120.0,30.0,120.0,75,0,0,4.55,4.7,4.86,4.86,4.85,f,6,4,2,0,0.94,8.1,0.44999999999999996,88.0,1.0,1.0,3,6
1043,1,100,88,t,0.0,t,t,Group1,Entire rental unit,Entire home/apt,2,bath group1,1.0,1.0,30,180,30.0,30.0,180.0,180.0,30.0,180.0,57,2,0,4.95,4.96,4.96,4.95,4.95,f,1,1,0,0,0.72,7.6,0.833939393939394,135.7,1.0,0.0,2,8
1044,1,100,57,t,1.0,t,t,Group1,Entire residential home,Entire home/apt,4,bath group1,3.0,3.0,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,58,6,1,4.97,5.0,4.98,4.98,4.95,f,1,1,0,0,0.74,9.4,0.7992424242424243,350.0,1.0,1.0,5,4
1045,0,100,61,f,5.0,t,t,Group1,Entire rental unit,Entire home/apt,6,bath group1,1.0,1.0,1,999,1.0,1.0,1125.0,1125.0,1.0,1125.0,207,4,0,4.73,4.8,4.92,4.93,4.91,f,2,2,0,0,2.59,9.1,0.10090909090909084,215.0,1.0,1.0,3,8
1046,0,90,97,f,54.0,f,f,Group1,Room in boutique hotel,Private room,2,bath group1,1.0,1.0,1,21,1.0,1.0,1125.0,1125.0,1.0,1125.0,67,0,0,4.32,4.36,4.58,4.3,4.77,t,53,0,53,0,0.84,7.6,1.0,88.0,1.0,0.0,3,4
1047,0,90,97,f,54.0,f,f,Group1,Room in boutique hotel,Private room,2,bath group1,1.0,1.0,1,21,1.0,1.0,21.0,21.0,1.0,21.0,73,2,0,4.44,4.69,4.68,4.44,4.81,t,53,0,53,0,0.91,7.6,1.0,88.0,1.0,0.0,2,4
1048,1,100,100,f,0.0,t,t,Group1,Entire residential home,Entire home/apt,8,bath group1,3.0,4.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,14,0,0,5.0,4.92,5.0,5.0,4.85,f,1,1,0,0,0.18,6.6,0.6107575757575757,295.0,1.0,1.0,4,4
1049,0,100,100,f,2.0,t,f,Group1,Entire rental unit,Entire home/apt,1,bath group1,1.0,1.0,31,180,31.0,31.0,1125.0,1125.0,31.0,1125.0,59,1,0,4.93,4.97,5.0,5.0,4.92,f,1,1,0,0,0.76,6.6,0.8590909090909091,95.2,1.0,0.0,2,5
